"","POVST","Q17G"
"1046","(3) 51 to 75 percent","(4) Completely adequate"
"1047","(3) 51 to 75 percent","(3) Moderately adequate"
"1048","(4) 76 percent or more","(4) Completely adequate"
"1049","(3) 51 to 75 percent","(1) Not at all adequate"
"1050","(1) 25 percent or less","(4) Completely adequate"
"1051","(4) 76 percent or more","(1) Not at all adequate"
"1052","(1) 25 percent or less","(2) Minimally adequate"
"1053","(2) 26 to 50 percent","(1) Not at all adequate"
"1054","(4) 76 percent or more","(1) Not at all adequate"
"1055","(2) 26 to 50 percent","(4) Completely adequate"
"1056","(3) 51 to 75 percent","(4) Completely adequate"
"1057","(3) 51 to 75 percent","(1) Not at all adequate"
"1058","(4) 76 percent or more","(4) Completely adequate"
"1059",NA,"(4) Completely adequate"
"1060","(1) 25 percent or less","(3) Moderately adequate"
"1061","(2) 26 to 50 percent","(4) Completely adequate"
"1062","(1) 25 percent or less","(3) Moderately adequate"
"1063","(4) 76 percent or more","(4) Completely adequate"
"1064","(2) 26 to 50 percent","(3) Moderately adequate"
"1065","(1) 25 percent or less","(3) Moderately adequate"
"1066","(3) 51 to 75 percent","(2) Minimally adequate"
"1067","(3) 51 to 75 percent","(3) Moderately adequate"
"1068","(3) 51 to 75 percent","(4) Completely adequate"
"1069","(2) 26 to 50 percent","(1) Not at all adequate"
"1070","(3) 51 to 75 percent","(3) Moderately adequate"
"1071","(3) 51 to 75 percent","(4) Completely adequate"
"1072","(2) 26 to 50 percent","(2) Minimally adequate"
"1073","(4) 76 percent or more","(2) Minimally adequate"
"1074","(1) 25 percent or less","(3) Moderately adequate"
"1075","(3) 51 to 75 percent","(2) Minimally adequate"
"1076","(4) 76 percent or more","(2) Minimally adequate"
"1077","(1) 25 percent or less","(3) Moderately adequate"
"1078","(4) 76 percent or more","(3) Moderately adequate"
"1079","(2) 26 to 50 percent","(3) Moderately adequate"
"1080","(1) 25 percent or less","(3) Moderately adequate"
"1081","(4) 76 percent or more","(2) Minimally adequate"
"1082","(2) 26 to 50 percent","(4) Completely adequate"
"1083","(2) 26 to 50 percent","(3) Moderately adequate"
"1084","(1) 25 percent or less","(3) Moderately adequate"
"1085","(3) 51 to 75 percent","(4) Completely adequate"
"1086","(2) 26 to 50 percent","(2) Minimally adequate"
"1087","(2) 26 to 50 percent","(4) Completely adequate"
"1088","(2) 26 to 50 percent","(3) Moderately adequate"
"1089","(4) 76 percent or more","(3) Moderately adequate"
"1090","(1) 25 percent or less","(4) Completely adequate"
"1091","(1) 25 percent or less","(3) Moderately adequate"
"1092","(2) 26 to 50 percent","(4) Completely adequate"
"1093","(2) 26 to 50 percent","(4) Completely adequate"
"1094","(4) 76 percent or more","(4) Completely adequate"
"1095","(2) 26 to 50 percent","(3) Moderately adequate"
"1096","(3) 51 to 75 percent","(4) Completely adequate"
"1097","(3) 51 to 75 percent","(4) Completely adequate"
"1098","(3) 51 to 75 percent","(3) Moderately adequate"
"1099","(4) 76 percent or more","(3) Moderately adequate"
"1100","(3) 51 to 75 percent","(3) Moderately adequate"
"1101","(4) 76 percent or more","(3) Moderately adequate"
"1102","(4) 76 percent or more","(4) Completely adequate"
"1103","(2) 26 to 50 percent","(2) Minimally adequate"
"1104","(3) 51 to 75 percent","(3) Moderately adequate"
"1105","(1) 25 percent or less","(2) Minimally adequate"
"1106","(2) 26 to 50 percent","(3) Moderately adequate"
"1107","(3) 51 to 75 percent","(4) Completely adequate"
"1108","(1) 25 percent or less","(1) Not at all adequate"
"1109","(3) 51 to 75 percent","(4) Completely adequate"
"1110","(1) 25 percent or less","(4) Completely adequate"
"1111","(1) 25 percent or less","(2) Minimally adequate"
"1112","(3) 51 to 75 percent","(3) Moderately adequate"
"1113","(2) 26 to 50 percent","(2) Minimally adequate"
"1114","(1) 25 percent or less","(1) Not at all adequate"
"1115","(2) 26 to 50 percent","(4) Completely adequate"
"1116","(2) 26 to 50 percent","(1) Not at all adequate"
"1117","(2) 26 to 50 percent","(1) Not at all adequate"
"1118","(2) 26 to 50 percent","(3) Moderately adequate"
"1119","(3) 51 to 75 percent","(3) Moderately adequate"
"1120","(4) 76 percent or more","(3) Moderately adequate"
"1121","(1) 25 percent or less","(3) Moderately adequate"
"1122","(3) 51 to 75 percent","(4) Completely adequate"
"1123","(3) 51 to 75 percent","(3) Moderately adequate"
"1124","(1) 25 percent or less","(3) Moderately adequate"
"1125","(2) 26 to 50 percent","(3) Moderately adequate"
"1126","(1) 25 percent or less","(3) Moderately adequate"
"1127","(2) 26 to 50 percent","(2) Minimally adequate"
"1128","(3) 51 to 75 percent","(3) Moderately adequate"
"1129","(2) 26 to 50 percent","(1) Not at all adequate"
"1130","(3) 51 to 75 percent","(4) Completely adequate"
"1131","(2) 26 to 50 percent","(2) Minimally adequate"
"1132","(4) 76 percent or more","(3) Moderately adequate"
"1133","(4) 76 percent or more","(3) Moderately adequate"
"1134","(3) 51 to 75 percent","(3) Moderately adequate"
"1135","(1) 25 percent or less","(3) Moderately adequate"
"1136","(2) 26 to 50 percent","(2) Minimally adequate"
"1137","(3) 51 to 75 percent","(2) Minimally adequate"
"1138","(1) 25 percent or less","(3) Moderately adequate"
"1139","(3) 51 to 75 percent","(1) Not at all adequate"
"1140","(4) 76 percent or more","(4) Completely adequate"
"1141","(3) 51 to 75 percent","(2) Minimally adequate"
"1142","(2) 26 to 50 percent","(2) Minimally adequate"
"1143","(2) 26 to 50 percent","(3) Moderately adequate"
"1144","(1) 25 percent or less","(4) Completely adequate"
"1145","(4) 76 percent or more","(3) Moderately adequate"
"1146","(3) 51 to 75 percent","(3) Moderately adequate"
"1147","(1) 25 percent or less","(4) Completely adequate"
"1148","(2) 26 to 50 percent","(1) Not at all adequate"
